CATEGORY,CALL GROUPS,final_case_type,CASE DESC,occ_date,x_coordinate,y_coordinate,census_tract
OTHER,PROPERTY CRIME,THEFT ,THEFT - COLD                                      ,11/21/16,7671880,699178,7300
OTHER,PROPERTY CRIME,THEFT ,THEFT - COLD                                      ,11/22/16,7643123,678536,5700
OTHER,PROPERTY CRIME,THEFT ,THEFT - COLD                                      ,11/22/16,7645060,694750,3402
OTHER,PROPERTY CRIME,THEFT ,THEFT - COLD                                      ,11/22/16,7648030,681561,1101
OTHER,PROPERTY CRIME,THEFT ,THEFT - COLD                                      ,11/22/16,7677979,673150,8400
OTHER,PROPERTY CRIME,THEFT ,THEFT - COLD                                      ,11/23/16,7621864,714304,4101
OTHER,PROPERTY CRIME,THEFT ,THEFT - COLD                                      ,11/23/16,7641393,686991,5000
OTHER,PROPERTY CRIME,THEFT ,THEFT - COLD                                      ,11/23/16,7650970,670512,200
OTHER,PROPERTY CRIME,THEFT ,THEFT - COLD                                      ,11/23/16,7664041,695349,2901
OTHER,PROPERTY CRIME,THEFT ,THEFT - COLD                                      ,11/23/16,7664971,671360,502
OTHER,PROPERTY CRIME,THEFT ,THEFT - COLD                                      ,11/23/16,7670722,663418,8902
OTHER,PROPERTY CRIME,THEFT ,THEFT - COLD                                      ,11/23/16,7674496,688484,8001
OTHER,PROPERTY CRIME,THEFT ,THEFT - COLD                                      ,11/23/16,7676917,696192,7900
OTHER,PROPERTY CRIME,THEFT ,THEFT - COLD                                      ,11/23/16,7678636,679379,8202
OTHER,PROPERTY CRIME,THEFT ,THEFT - COLD                                      ,11/24/16,7624766,715692,4101
OTHER,PROPERTY CRIME,THEFT ,THEFT - COLD                                      ,11/24/16,7638511,663691,6602
OTHER,PROPERTY CRIME,THEFT ,THEFT - COLD                                      ,11/24/16,7645394,685089,5100
OTHER,PROPERTY CRIME,THEFT ,THEFT - COLD                                      ,11/24/16,7648704,680420,1101
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/26/16,7665843,681042,1601
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/26/16,7675357,702129,7300
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/26/16,7692927,671144,
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/27/16,7630998,709467,4102
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/27/16,7651671,689059,2402
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/27/16,7654384,684798,2000
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/27/16,7666252,669690,501
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/27/16,7668929,662626,602
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/27/16,7669922,678969,1602
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/27/16,7689760,675652,9101
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/28/16,7630956,705363,4002
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/28/16,7636240,667111,6602
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/28/16,7646980,703574,3701
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/28/16,7651377,680156,1201
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/28/16,7652889,680290,1201
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/28/16,7658478,673222,802
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/28/16,7667993,668515,502
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/28/16,7669057,689439,2902
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/28/16,7682479,676179,9000
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/28/16,7686301,695460,7300
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/29/16,7637279,709164,3901
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/29/16,7650068,699375,3601
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/29/16,7656640,698360,3000
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/29/16,7658432,671900,301
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/29/16,7662195,685264,1801
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/29/16,7666268,669691,501
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/29/16,7676300,701045,7300
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/29/16,7683300,694985,9502
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/29/16,7688815,692583,9501
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/30/16,7665184,688381,2902
OTHER,PROPERTY CRIME,VEHST ,VEHICLE STOLEN - COLD                             ,11/30/16,7670579,680774,1602
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/1/16,7633853,690135,4500
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/1/16,7672619,667296,602
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/1/16,7681952,699369,7300
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/1/16,7691874,672239,9102
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/2/16,7643153,684311,5100
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/2/16,7644005,668756,5900
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/2/16,7647654,704061,3701
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/2/16,7647991,694843,3402
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/2/16,7667785,694550,2901
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/2/16,7678467,685596,8100
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/2/16,7686279,675990,9101
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/3/16,7647089,711184,7202
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/3/16,7657996,663198,302
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/16/16,7650320,687621,2402
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/17/16,7625629,708548,4200
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/17/16,7648530,683027,2100
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/17/16,7660035,685194,1900
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/17/16,7666098,661925,8800
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/17/16,7669033,668847,602
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/17/16,7673226,681481,8201
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/18/16,7645313,684150,10600
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/18/16,7650320,687621,2402
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/18/16,7669545,688907,2903
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/18/16,7686279,675990,9101
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/19/16,7641958,682486,5200
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/19/16,7646838,688185,2303
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/19/16,7650320,687621,2402
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/19/16,7658685,667834,302
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/19/16,7659357,668168,401
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/19/16,7666048,675487,701
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/19/16,7670649,668224,602
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/19/16,7671517,704190,7300
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/20/16,7650428,688532,2402
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/20/16,7674262,687227,8100
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/21/16,7635780,707916,3901
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/21/16,7641501,704020,3802
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/21/16,7648476,690974,2203
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/22/16,7640297,685612,4800
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/22/16,7640656,684270,5200
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/22/16,7643605,683169,10600
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/22/16,7648244,682679,1101
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/22/16,7669127,668972,601
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/22/16,7676981,676458,8302
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/23/16,7642097,681726,5600
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/23/16,7643213,683375,10600
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/23/16,7669545,688907,2903
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/23/16,7674652,681918,8202
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/24/16,7642243,703923,3802
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/24/16,7680146,688125,9400
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/25/16,7643349,716220,7201
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/25/16,7644395,715798,7201
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/25/16,7674262,687227,8100
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/25/16,7676345,681804,8202
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/25/16,7682014,681845,9201
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/26/16,7624294,710461,4200
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/26/16,7640247,681223,5500
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/26/16,7648459,683945,2100
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/26/16,7676397,666184,8902
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/26/16,7680720,695366,9502
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/27/16,7615859,709236,4300
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/27/16,7644214,682741,10600
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/29/16,7658813,688720,2702
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/30/16,7648476,690974,2203
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/30/16,7659350,689107,2702
OTHER,PROPERTY CRIME,THEFTP,THEFT - PRIORITY                                  ,11/30/16,7679356,673601,8400
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/1/16,7650754,668534,100
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/1/16,7657837,688751,2600
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/1/16,7679922,689940,8002
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/3/16,7642405,702659,3802
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/3/16,7646736,702683,3701
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/4/16,7645478,684507,5100
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/4/16,7649116,688473,2303
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/5/16,7667877,674457,701
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/6/16,7667019,679693,1601
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/6/16,7668257,666099,8600
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/7/16,7662483,683498,1802
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/8/16,7644886,707910,7202
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/8/16,7654991,684044,2000
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/8/16,7674184,664087,8902
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/8/16,7674969,684121,8100
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/9/16,7669344,694508,2901
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/10/16,7643207,682225,10600
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/10/16,7647547,688692,2303
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/11/16,7631964,659048,6403
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/11/16,7643222,682669,10600
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/11/16,7647399,681698,1101
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/11/16,7647547,688692,2303
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/11/16,7649101,686059,2303
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/11/16,7668133,663842,8600
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/11/16,7670514,679053,1602
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/11/16,7687418,696546,10200
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/12/16,7684556,682043,9202
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/13/16,7653277,692284,2501
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/13/16,7657611,678809,1302
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/13/16,7665848,664727,8700
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/14/16,7649101,686059,2303
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/14/16,7668653,684810,1701
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/15/16,7643453,682627,10600
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/15/16,7644995,683428,10600
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/15/16,7661162,671833,401
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/16/16,7633916,692138,4300
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/17/16,7686837,673984,9102
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/18/16,7647080,684175,2100
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/19/16,7640898,687537,5000
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/19/16,7642405,702659,3802
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/19/16,7652703,683292,2000
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/20/16,7654481,696535,3100
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/20/16,7656063,686235,2000
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/20/16,7658813,688720,2702
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/21/16,7617166,712787,4300
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/21/16,7683095,671223,9000
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/22/16,7636194,689459,4500
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/22/16,7669149,674300,701
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/22/16,7673642,673812,8302
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/22/16,7689763,675943,9101
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/23/16,7654856,676146,901
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/23/16,7668665,663910,8600
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/25/16,7643699,683456,10600
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/25/16,7656116,681722,1301
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/26/16,7641630,683659,5200
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/26/16,7644931,683317,10600
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/27/16,7641529,683152,5200
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/27/16,7668446,663915,8600
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/27/16,7673058,695389,7800
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/28/16,7667191,672178,702
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/29/16,7630208,657860,6403
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/30/16,7659666,663389,8800
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/30/16,7669593,689528,2903
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/30/16,7675966,672919,8302
OTHER,PROPERTY CRIME,VAND  ,VANDALISM - COLD                                  ,11/30/16,7683073,670948,9000
OTHER,PROPERTY CRIME,VANDP ,VANDALISM - PRIORITY                              ,11/1/16,7648352,682754,1101
OTHER,PROPERTY CRIME,VANDP ,VANDALISM - PRIORITY                              ,11/1/16,7686714,683513,9302
OTHER,PROPERTY CRIME,VANDP ,VANDALISM - PRIORITY                              ,11/3/16,7657795,672156,902
OTHER,PROPERTY CRIME,VANDP ,VANDALISM - PRIORITY                              ,11/3/16,7679845,676591,9201
OTHER,PROPERTY CRIME,VANDP ,VANDALISM - PRIORITY                              ,11/4/16,7644810,680001,5700
OTHER,PROPERTY CRIME,VANDP ,VANDALISM - PRIORITY                              ,11/5/16,7644660,681795,10600
OTHER,PROPERTY CRIME,VANDP ,VANDALISM - PRIORITY                              ,11/5/16,7679928,675954,9000
OTHER,PROPERTY CRIME,VANDP ,VANDALISM - PRIORITY                              ,11/6/16,7633153,664893,6602
OTHER,PROPERTY CRIME,VANDP ,VANDALISM - PRIORITY                              ,11/6/16,7643092,704248,3801
OTHER,PROPERTY CRIME,VANDP ,VANDALISM - PRIORITY                              ,11/6/16,7649599,699048,3601
OTHER,PROPERTY CRIME,VANDP ,VANDALISM - PRIORITY                              ,11/6/16,7650159,682796,2100
OTHER,PROPERTY CRIME,VANDP ,VANDALISM - PRIORITY                              ,11/8/16,7669056,684884,1701
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/4/16,7638739,687434,4700
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/4/16,7650549,692721,2401
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/4/16,7652651,676805,1000
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/5/16,7668578,687281,1701
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/6/16,7662926,692908,2801
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/6/16,7693139,676178,9804
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/7/16,7643207,682225,10600
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/7/16,7650241,682873,2100
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/7/16,7667572,674347,701
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/7/16,7669005,694088,2901
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/8/16,7638430,685534,4700
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/8/16,7663280,687746,2802
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/8/16,7671799,676807,1602
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/8/16,7679151,684146,8100
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/8/16,7679151,684146,8100
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/8/16,7681827,681875,9201
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/9/16,7641471,661422,6300
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/9/16,7654089,699728,3602
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/9/16,7664833,661395,21601
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/11/16,7638448,681777,4602
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/11/16,7653234,685974,2000
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/11/16,7653599,686396,2000
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/11/16,7681649,676501,9201
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/11/16,7689689,689910,9400
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/13/16,7667004,681176,1601
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/13/16,7672345,667220,
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/13/16,7672396,681969,1602
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/14/16,7647164,684466,
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/14/16,7647739,680284,1101
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/14/16,7651693,678512,1202
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/14/16,7654379,671406,301
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/14/16,7674788,701942,7300
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/15/16,7638404,684782,4700
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/15/16,7643596,677881,
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/15/16,7652241,680100,1201
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/15/16,7675376,682039,8202
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/15/16,7684949,683263,9302
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/15/16,7692098,678586,9702
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/16/16,7643713,677455,5700
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/16/16,7649466,697213,3301
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/16/16,7659719,693117,3000
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/16/16,7661168,676648,801
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/16/16,7670436,677030,1602
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/17/16,7637169,704008,3902
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/17/16,7653586,693877,3200
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/18/16,7647580,685575,2303
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/19/16,7647864,708283,7202
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/19/16,7680502,674209,9000
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/21/16,7631590,707383,4001
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/21/16,7644202,683689,10600
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/21/16,7672928,668828,601
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/21/16,7680356,676105,9000
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/21/16,7692122,678299,9702
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/22/16,7636088,654216,6402
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/22/16,7649377,686886,2303
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/22/16,7685789,681331,9202
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/23/16,7650664,699533,3601
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/23/16,7660437,689911,2701
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/23/16,7662198,687778,2802
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,11/24/16,7639280,703719,3902
